season,game_date,Team,opponent,Result,point_differential,Team_Elo_Rating
2021,2021-10-02,SMU,South Florida,W,24,1665.8618741519265
2021,2021-10-02,San Jose State,New Mexico State,W,6,1457.2433783398706
2021,2021-10-02,South Alabama,Louisiana,L,-2,1527.433467359487
2021,2021-10-02,South Carolina,Troy,W,9,1480.9239689428728
2021,2021-10-02,South Florida,SMU,L,-24,1367.1890562296776
2021,2021-10-02,Southern Miss,Rice,L,-5,1294.279497285043
2021,2021-10-02,Stanford,Oregon,W,7,1627.5335742722846
2021,2021-10-02,Syracuse,Florida State,L,-3,1461.4534317380035
2021,2021-10-02,TCU,Texas,L,-5,1456.4366119758301
2021,2021-10-02,Temple,Memphis,W,3,1521.1879399603213
2021,2021-10-02,Tennessee,Missouri,W,38,1437.2857648740492
2021,2021-10-02,Texas,TCU,W,5,1629.3333010939466
2021,2021-10-02,Texas A&M,Mississippi State,L,-4,1541.068758791681
2021,2021-10-02,Texas Tech,West Virginia,W,3,1521.5535662201398
2021,2021-10-02,Toledo,Massachusetts,W,38,1472.3310319088098
2021,2021-10-02,Troy,South Carolina,L,-9,1380.9793383812737
2021,2021-10-02,Tulane,East Carolina,L,-23,1342.1802455762156
2021,2021-10-02,UAB,Liberty,L,-24,1506.5335185449424
2021,2021-10-02,UCF,Navy,L,-4,1413.7068280127037
2021,2021-10-02,UCLA,Arizona State,L,-19,1492.4234427659458
2021,2021-10-02,UL Monroe,Coastal Carolina,L,-53,1535.691546897057
2021,2021-10-02,UNLV,UTSA,L,-7,1294.760920095191
2021,2021-10-02,USC,Colorado,W,23,1511.3593760112535
2021,2021-10-02,UTEP,Old Dominion,W,7,1526.825699317153
2021,2021-10-02,UTSA,UNLV,W,7,1627.6683901199526
2021,2021-10-02,Uconn,Vanderbilt,L,-2,1393.0303042903668
2021,2021-10-02,Wake Forest,Louisville,W,3,1655.1093139546476
2021,2021-10-02,Washington,Oregon State,L,-3,1531.1260376237556
2021,2021-10-02,Washington State,California,W,15,1390.0236336915634
2021,2021-10-02,West Virginia,Texas Tech,L,-3,1502.7524345027741
2021,2021-10-02,Western Kentucky,Michigan State,L,-17,1388.5475849763807
2021,2021-10-02,Western Michigan,Buffalo,W,7,1598.5253162140066
2021,2021-10-02,Wisconsin,Michigan,L,-21,1464.7895182546217
2021,2021-10-07,Arkansas State,Coastal Carolina,L,-32,1225.0298297995548
2021,2021-10-07,Coastal Carolina,Arkansas State,W,32,1709.7405515075882
2021,2021-10-07,Houston,Tulane,W,18,1673.4952091752482
2021,2021-10-07,Tulane,Houston,L,-18,1313.1706023411152
2021,2021-10-08,Arizona State,Stanford,W,18,1719.7100915044516
2021,2021-10-08,Charlotte,Florida International,W,12,1416.1078708643968
2021,2021-10-08,Cincinnati,Temple,W,49,1717.4233767105793
2021,2021-10-08,Florida International,Charlotte,L,-12,1253.0053077035577
2021,2021-10-08,Stanford,Arizona State,L,-18,1583.938939898856
2021,2021-10-08,Temple,Cincinnati,L,-49,1510.6749751308382
2021,2021-10-09,Air Force,Wyoming,W,10,1711.723397572957
2021,2021-10-09,Akron,Bowling Green,W,15,1383.3847288695758
2021,2021-10-09,Alabama,Texas A&M,L,-3,1572.4013470646
2021,2021-10-09,Arizona,UCLA,L,-18,1356.9925919429134
2021,2021-10-09,Arkansas,Ole Miss,L,-1,1618.7637567551046
2021,2021-10-09,Auburn,Georgia,L,-24,1558.822941114298
2021,2021-10-09,BYU,Boise State,L,-9,1644.0277409070695
2021,2021-10-09,Ball State,Western Michigan,W,25,1520.1609954936962
2021,2021-10-09,Baylor,West Virginia,W,25,1627.2161818030127
2021,2021-10-09,Boise State,BYU,W,9,1633.2634003413473
2021,2021-10-09,Bowling Green,Akron,L,-15,1389.348112567276
2021,2021-10-09,Buffalo,Kent State,L,-10,1361.6353811857302
2021,2021-10-09,Central Michigan,Ohio,W,3,1408.778873187465
2021,2021-10-09,Duke,Georgia Tech,L,-4,1470.6564406774826
2021,2021-10-09,East Carolina,UCF,L,-4,1497.119153037452
2021,2021-10-09,Eastern Michigan,Miami (OH),W,1,1527.8289710619379
2021,2021-10-09,Florida,Vanderbilt,W,42,1605.175336707734
2021,2021-10-09,Florida Atlantic,UAB,L,-17,1445.972762127351
2021,2021-10-09,Florida State,North Carolina,W,10,1494.3012788578744
2021,2021-10-09,Georgia,Auburn,W,24,1847.166302098458
2021,2021-10-09,Georgia Southern,Troy,L,-3,1379.2303489894357
2021,2021-10-09,Georgia State,UL Monroe,W,34,1526.4930648569637
2021,2021-10-09,Georgia Tech,Duke,W,4,1520.3697410423633
2021,2021-10-09,Illinois,Wisconsin,L,-24,1349.4259779766953
2021,2021-10-09,Iowa,Penn State,W,3,1757.1632805425181
2021,2021-10-09,Kent State,Buffalo,W,10,1503.0679440070905
2021,2021-10-09,Kentucky,LSU,W,21,1689.7443953311738
2021,2021-10-09,LSU,Kentucky,L,-21,1448.751189502935
2021,2021-10-09,Liberty,Middle Tennessee,W,28,1681.9485978036219
2021,2021-10-09,Louisville,Virginia,L,-1,1508.6341946326145
2021,2021-10-09,Marshall,Old Dominion,W,7,1434.4555072782282
2021,2021-10-09,Maryland,Ohio State,L,-49,1466.3189202312003
2021,2021-10-09,Memphis,Tulsa,L,-6,1427.0676114880512
2021,2021-10-09,Miami (OH),Eastern Michigan,L,-1,1469.6598855520015
2021,2021-10-09,Michigan,Nebraska,W,3,1739.8204788399576
2021,2021-10-09,Michigan State,Rutgers,W,18,1681.432148772481
2021,2021-10-09,Middle Tennessee,Liberty,L,-28,1391.292152390562
2021,2021-10-09,Missouri,North Texas,W,13,1369.3932590303316
2021,2021-10-09,NC State,Syracuse,W,3,1624.778193049955
2021,2021-10-09,Navy,SMU,L,-7,1422.2851541945058
2021,2021-10-09,Nebraska,Michigan,L,-3,1560.9988505611163
2021,2021-10-09,Nevada,New Mexico State,W,27,1549.7165197297763
2021,2021-10-09,New Mexico,San Diego State,L,-24,1340.2200075509636
2021,2021-10-09,New Mexico State,Nevada,L,-27,1268.845980944415
2021,2021-10-09,North Carolina,Florida State,L,-10,1587.2729097197644
2021,2021-10-09,North Texas,Missouri,L,-13,1240.8668529558458
2021,2021-10-09,Northern Illinois,Toledo,W,2,1487.2002650971365
2021,2021-10-09,Notre Dame,Virginia Tech,W,3,1609.9106842465656
2021,2021-10-09,Ohio,Central Michigan,L,-3,1397.3126222716432
2021,2021-10-09,Ohio State,Maryland,W,49,1693.6335605060142
2021,2021-10-09,Oklahoma,Texas,W,7,1688.291566655139
2021,2021-10-09,Old Dominion,Marshall,L,-7,1333.819455230014
2021,2021-10-09,Ole Miss,Arkansas,W,1,1480.1445579691945
2021,2021-10-09,Oregon State,Washington State,L,-7,1636.7519412622567
2021,2021-10-09,Penn State,Iowa,L,-3,1620.236511515413
2021,2021-10-09,Rutgers,Michigan State,L,-18,1436.3088265606893
2021,2021-10-09,SMU,Navy,W,7,1689.1538515446446
2021,2021-10-09,San Diego State,New Mexico,W,24,1645.0338443803973
2021,2021-10-09,San Jose State,Colorado State,L,-18,1415.5880018984972
2021,2021-10-09,South Alabama,Texas State,L,-2,1478.3359860068686
2021,2021-10-09,South Carolina,Tennessee,L,-25,1455.5252093430147
2021,2021-10-09,Southern Miss,UTEP,L,-13,1280.4033352262793
2021,2021-10-09,Syracuse,Wake Forest,L,-3,1419.7246565757578
2021,2021-10-09,TCU,Texas Tech,W,21,1511.0167715493765
2021,2021-10-09,Tennessee,South Carolina,W,25,1566.5681454811695
2021,2021-10-09,Texas,Oklahoma,L,-7,1587.7625351813394
2021,2021-10-09,Texas A&M,Alabama,W,3,1539.26580757296
2021,2021-10-09,Texas State,South Alabama,W,2,1476.370715108059
2021,2021-10-09,Texas Tech,TCU,L,-21,1425.8128875095344
2021,2021-10-09,Toledo,Northern Illinois,L,-2,1461.256745792209
2021,2021-10-09,Troy,Georgia Southern,W,3,1404.7610257506283
2021,2021-10-09,Tulsa,Memphis,W,6,1422.8238806740108
2021,2021-10-09,UAB,Florida Atlantic,W,17,1526.0586991568266
2021,2021-10-09,UCF,East Carolina,W,4,1419.6845097696596
2021,2021-10-09,UCLA,Arizona,W,18,1544.177616722392
2021,2021-10-09,UL Monroe,Georgia State,L,-34,1446.9662220838395
2021,2021-10-09,USC,Utah,L,-16,1482.434838999859
2021,2021-10-09,UTEP,Southern Miss,W,13,1552.6065208857967
2021,2021-10-09,UTSA,Western Kentucky,W,6,1643.624237519743
2021,2021-10-09,Uconn,Massachusetts,L,-14,1341.6388605131676
2021,2021-10-09,Utah,USC,W,16,1562.040953039544
2021,2021-10-09,Vanderbilt,Florida,L,-42,1415.9844344206783
2021,2021-10-09,Virginia,Louisville,W,1,1447.9870010677569
2021,2021-10-09,Virginia Tech,Notre Dame,L,-3,1484.5883553656276
2021,2021-10-09,Wake Forest,Syracuse,W,3,1682.2539750325627
2021,2021-10-09,Washington State,Oregon State,W,7,1512.7999996734025
2021,2021-10-09,West Virginia,Baylor,L,-25,1444.3410560255202
2021,2021-10-09,Western Kentucky,UTSA,L,-6,1370.4517058120487
2021,2021-10-09,Western Michigan,Ball State,L,-25,1547.0388758068163
2021,2021-10-09,Wisconsin,Illinois,W,24,1506.6914083899835
2021,2021-10-09,Wyoming,Air Force,L,-10,1581.345605812283
2021,2021-10-14,Georgia Southern,South Alabama,L,-27,1319.998209862197
2021,2021-10-14,Memphis,Navy,W,18,1473.2790508161756
2021,2021-10-14,Navy,Memphis,L,-18,1345.2182276153615
2021,2021-10-14,South Alabama,Georgia Southern,W,27,1512.944952189637
2021,2021-10-15,California,Oregon,L,-7,1306.935575012029
2021,2021-10-15,Clemson,Syracuse,W,3,1605.3529426540745
2021,2021-10-15,Marshall,North Texas,W,28,1473.5335410048065
2021,2021-10-15,North Texas,Marshall,L,-28,1219.0461805584537
2021,2021-10-15,Oregon,California,W,7,1572.6094687424613
2021,2021-10-15,San Jose State,San Diego State,L,-6,1405.8482920481163
2021,2021-10-15,Syracuse,Clemson,L,-3,1395.1908749938343
2021,2021-10-16,Air Force,Boise State,W,7,1735.4873843606351
2021,2021-10-16,Akron,Miami (OH),L,-13,1353.0582865826334
2021,2021-10-16,Alabama,Mississippi State,W,40,1614.1232017439831
2021,2021-10-16,Arizona,Colorado,L,-34,1281.7024101357938
2021,2021-10-16,Arizona State,Utah,L,-14,1620.2972095724974
2021,2021-10-16,Arkansas,Auburn,L,-15,1569.2989607161455
2021,2021-10-16,Army,Wisconsin,L,-6,1464.9936413788803
2021,2021-10-16,Auburn,Arkansas,W,15,1634.849374488671
2021,2021-10-16,BYU,Baylor,L,-14,1564.7260594939933
2021,2021-10-16,Ball State,Eastern Michigan,W,7,1579.7218114338345
2021,2021-10-16,Baylor,BYU,W,14,1694.3961453260595
2021,2021-10-16,Boise State,Air Force,L,-7,1590.5095213605757
2021,2021-10-16,Boston College,NC State,L,-26,1564.2153993082065
2021,2021-10-16,Bowling Green,Northern Illinois,L,-8,1310.3856672536738
2021,2021-10-16,Buffalo,Ohio,W,1,1362.0290742605841
2021,2021-10-16,Central Michigan,Toledo,W,3,1455.1966268150438
2021,2021-10-16,Cincinnati,UCF,W,35,1745.9070965656058
2021,2021-10-16,Colorado,Arizona,W,34,1389.1141018047108
2021,2021-10-16,Colorado State,New Mexico,W,29,1569.166900682388
2021,2021-10-16,Duke,Virginia,L,-48,1401.337997487561
2021,2021-10-16,Eastern Michigan,Ball State,L,-7,1494.1174750667526
2021,2021-10-16,Florida,LSU,L,-7,1565.0020790179906
2021,2021-10-16,Fresno State,Wyoming,W,17,1585.370520499523
2021,2021-10-16,Georgia,Kentucky,W,17,1871.7567835743887
2021,2021-10-16,Hawai'i,Nevada,L,-17,1459.2233183286266
2021,2021-10-16,Indiana,Michigan State,L,-5,1402.3734338393485
2021,2021-10-16,Iowa,Purdue,L,-17,1641.6995186540119
2021,2021-10-16,Iowa State,Kansas State,W,13,1575.3693817947249
2021,2021-10-16,Kansas,Texas Tech,L,-27,1230.0811305351613
2021,2021-10-16,Kansas State,Iowa State,L,-13,1450.6138527971495
2021,2021-10-16,Kent State,Western Michigan,L,-33,1452.9927793363613
2021,2021-10-16,Kentucky,Georgia,L,-17,1663.0537939433295
2021,2021-10-16,LSU,Florida,W,7,1526.1485083486764
2021,2021-10-16,Liberty,UL Monroe,L,-3,1626.1944941573636
2021,2021-10-16,Louisiana Tech,UTEP,L,-16,1427.1691832161137
2021,2021-10-16,Miami,North Carolina,L,-3,1364.3292603394834
2021,2021-10-16,Miami (OH),Akron,W,13,1513.6896830110315
2021,2021-10-16,Michigan State,Indiana,W,5,1695.9914360788223
2021,2021-10-16,Minnesota,Nebraska,W,7,1648.4232617028085
2021,2021-10-16,Mississippi State,Alabama,L,-40,1454.0386485786585
2021,2021-10-16,Missouri,Texas A&M,L,-21,1355.4412361855666
2021,2021-10-16,Nebraska,Minnesota,L,-7,1523.722449178011
2021,2021-10-16,Nevada,Hawai'i,W,17,1603.7612796713636
2021,2021-10-16,New Mexico,Colorado State,L,-29,1317.5893411451307
2021,2021-10-16,North Carolina,Miami,W,3,1552.4332575217225
2021,2021-10-16,Northern Illinois,Bowling Green,W,8,1520.8292173836417
2021,2021-10-16,Northwestern,Rutgers,W,14,1469.2314652376588
2021,2021-10-16,Ohio,Buffalo,L,-1,1362.9569703774512
2021,2021-10-16,Oklahoma,TCU,W,21,1754.6676940429463
2021,2021-10-16,Oklahoma State,Texas,W,8,1756.6279042137005
2021,2021-10-16,Old Dominion,Western Kentucky,L,-23,1270.5018145589631
2021,2021-10-16,Ole Miss,Tennessee,W,5,1554.5707664945876
2021,2021-10-16,Pittsburgh,Virginia Tech,W,21,1635.9727816271782
2021,2021-10-16,Purdue,Iowa,W,17,1511.447762442801
2021,2021-10-16,Rice,UTSA,L,-45,1374.114566521988
2021,2021-10-16,Rutgers,Northwestern,L,-14,1349.1163727991452
2021,2021-10-16,South Carolina,Vanderbilt,W,1,1427.321964021096
2021,2021-10-16,South Florida,Tulsa,L,-1,1352.5906023763293
2021,2021-10-16,Southern Miss,UAB,L,-34,1244.193735501159
2021,2021-10-16,Stanford,Washington State,L,-3,1530.6623559416005
2021,2021-10-16,TCU,Oklahoma,L,-21,1528.3553909519512
2021,2021-10-16,Tennessee,Ole Miss,L,-5,1534.6113689692609
2021,2021-10-16,Texas,Oklahoma State,L,-8,1568.4337326774125
2021,2021-10-16,Texas A&M,Missouri,W,21,1586.4941377272996
2021,2021-10-16,Texas State,Troy,L,-3,1469.9836131085822
2021,2021-10-16,Texas Tech,Kansas,W,27,1453.133932620609
2021,2021-10-16,Toledo,Central Michigan,L,-3,1437.1864395447212
2021,2021-10-16,Troy,Texas State,W,3,1474.0733234251104
2021,2021-10-16,Tulsa,South Florida,W,1,1463.4444133608938
2021,2021-10-16,UAB,Southern Miss,W,34,1578.1041960195048
2021,2021-10-16,UCF,Cincinnati,L,-35,1434.0167488675393
2021,2021-10-16,UCLA,Washington,W,7,1575.7314404905046
2021,2021-10-16,UL Monroe,Liberty,W,3,1432.0484262834495
2021,2021-10-16,UNLV,Utah State,L,-4,1281.4268564302718
2021,2021-10-16,UTEP,Louisiana Tech,W,16,1586.7857328230948
2021,2021-10-16,UTSA,Rice,W,45,1683.581372320064
2021,2021-10-16,Utah,Arizona State,W,14,1614.4037401374874
2021,2021-10-16,Utah State,UNLV,W,4,1465.4651905067321
2021,2021-10-16,Vanderbilt,South Carolina,L,-1,1369.9621759229842
2021,2021-10-16,Virginia,Duke,W,48,1540.4731489891333
2021,2021-10-16,Virginia Tech,Pittsburgh,L,-21,1434.4075154795808
2021,2021-10-16,Washington,UCLA,L,-7,1475.5579862349848
2021,2021-10-16,Washington State,Stanford,W,3,1558.166301769446
2021,2021-10-16,Western Kentucky,Old Dominion,W,23,1436.995276018439
2021,2021-10-16,Western Michigan,Kent State,W,33,1574.5831491184226
2021,2021-10-16,Wisconsin,Army,W,6,1564.5043794509565
2021,2021-10-16,Wyoming,Fresno State,L,-17,1506.4461405647546
2021,2021-10-21,Arkansas State,Louisiana,L,-1,1223.6360786094751
2021,2021-10-21,Charlotte,Florida Atlantic,L,-29,1339.8815697241619
2021,2021-10-21,Florida Atlantic,Charlotte,W,29,1489.8569069939776
2021,2021-10-21,Louisiana,Arkansas State,W,1,1635.9384280369218
2021,2021-10-21,SMU,Tulane,W,29,1705.770824952694
2021,2021-10-21,San Jose State,UNLV,W,7,1423.9222574097246
2021,2021-10-21,Tulane,SMU,L,-29,1291.7729790401827
2021,2021-10-22,Arizona,Washington,L,-5,1233.6595063817256
2021,2021-10-22,Colorado State,Utah State,L,-2,1548.8832546035553
2021,2021-10-22,Memphis,UCF,L,-17,1451.9598489313198
2021,2021-10-22,UCF,Memphis,W,17,1515.597230275407
2021,2021-10-22,Uconn,Middle Tennessee,L,-31,1298.56859257331
2021,2021-10-22,Utah State,Colorado State,W,2,1505.0979174962101
2021,2021-10-22,Washington,Arizona,W,5,1493.479123431305
2021,2021-10-23,Air Force,San Diego State,L,-6,1687.1314197914758
2021,2021-10-23,Akron,Buffalo,L,-35,1286.694650019002
2021,2021-10-23,Alabama,Tennessee,W,28,1695.245051008719
2021,2021-10-23,Army,Wake Forest,L,-14,1421.1943406396747
2021,2021-10-23,BYU,Washington State,W,2,1571.7015542648196
2021,2021-10-23,Ball State,Miami (OH),L,-7,1510.6816469807702
2021,2021-10-23,Boston College,Louisville,L,-14,1480.121273600917
2021,2021-10-23,Bowling Green,Eastern Michigan,L,-31,1283.37599732403
2021,2021-10-23,Buffalo,Akron,W,35,1437.8391104974576
2021,2021-10-23,California,Colorado,W,23,1364.240839743253
2021,2021-10-23,Central Michigan,Northern Illinois,L,-1,1439.9938488798427
2021,2021-10-23,Cincinnati,Navy,W,7,1753.9888571207507
2021,2021-10-23,Clemson,Pittsburgh,L,-10,1581.9612359237663
2021,2021-10-23,Colorado,California,L,-23,1288.2765148001697
2021,2021-10-23,East Carolina,Houston,L,-7,1469.750363996541
2021,2021-10-23,Eastern Michigan,Bowling Green,W,31,1515.6540485369799
2021,2021-10-23,Florida International,Western Kentucky,L,-15,1200.4000841632346
2021,2021-10-23,Florida State,Massachusetts,W,56,1539.0475717615386
2021,2021-10-23,Fresno State,Nevada,W,2,1622.098328521741
2021,2021-10-23,Georgia State,Texas State,W,12,1555.6799527810929
2021,2021-10-23,Georgia Tech,Virginia,L,-8,1487.9858652925664
2021,2021-10-23,Hawai'i,New Mexico State,W,14,1477.070744678902
2021,2021-10-23,Houston,East Carolina,W,7,1688.2369976067866
2021,2021-10-23,Illinois,Penn State,W,2,1371.5917492069136
2021,2021-10-23,Indiana,Ohio State,L,-47,1383.0370479904386
2021,2021-10-23,Iowa State,Oklahoma State,W,3,1629.7688822329374
2021,2021-10-23,Kansas,Oklahoma,L,-12,1227.6878227475586
2021,2021-10-23,Kansas State,Texas Tech,W,1,1462.1384339986262
2021,2021-10-23,Kent State,Ohio,W,7,1441.7881961106953
2021,2021-10-23,LSU,Ole Miss,L,-14,1487.601364666414
2021,2021-10-23,Liberty,North Texas,W,9,1633.955436179442
2021,2021-10-23,Louisiana Tech,UTSA,L,-29,1411.4905763512807
2021,2021-10-23,Louisville,Boston College,W,14,1555.8536153236678
2021,2021-10-23,Maryland,Minnesota,L,-18,1429.716788571343
2021,2021-10-23,Massachusetts,Florida State,L,-56,1286.4309942582172
2021,2021-10-23,Miami,NC State,W,1,1378.37431151282
2021,2021-10-23,Miami (OH),Ball State,W,7,1550.4506392345052
2021,2021-10-23,Michigan,Northwestern,W,26,1770.0701693598176
2021,2021-10-23,Minnesota,Maryland,W,18,1668.686054973941
2021,2021-10-23,Mississippi State,Vanderbilt,W,39,1490.6446025641833
2021,2021-10-23,NC State,Army,W,14,1674.442029503124
2021,2021-10-23,Navy,Cincinnati,L,-7,1341.0765417767855
2021,2021-10-23,Nevada,Fresno State,L,-2,1612.4337554355927
2021,2021-10-23,New Mexico,Wyoming,W,11,1348.1887834239626
2021,2021-10-23,New Mexico State,Hawai'i,L,-14,1236.2488032865188
2021,2021-10-23,North Texas,Liberty,L,-9,1197.81475759004
2021,2021-10-23,Northern Illinois,Central Michigan,W,1,1542.734969414982
2021,2021-10-23,Northwestern,Michigan,L,-26,1481.9463795022684
2021,2021-10-23,Notre Dame,USC,W,15,1642.8421639005578
2021,2021-10-23,Ohio,Kent State,L,-7,1306.381732036394
2021,2021-10-23,Ohio State,Indiana,W,47,1739.2984709464308
2021,2021-10-23,Oklahoma,Kansas,W,12,1759.3842959948108
2021,2021-10-23,Oklahoma State,Iowa State,L,-3,1704.3990571711852
2021,2021-10-23,Ole Miss,LSU,W,14,1620.40591948729
2021,2021-10-23,Oregon,UCLA,W,3,1605.0573306389629
2021,2021-10-23,Oregon State,Utah,W,8,1668.5759181722715
2021,2021-10-23,Penn State,Illinois,L,-2,1563.4078444495558
2021,2021-10-23,Pittsburgh,Clemson,W,10,1713.4104239146352
2021,2021-10-23,Purdue,Wisconsin,L,-17,1496.1713719239694
2021,2021-10-23,Rice,UAB,W,6,1436.3875866869305
2021,2021-10-23,San Diego State,Air Force,W,6,1702.172573312875
2021,2021-10-23,South Alabama,UL Monroe,L,-10,1457.4403351196584
2021,2021-10-23,South Carolina,Texas A&M,L,-30,1391.552166151085
2021,2021-10-23,South Florida,Temple,W,20,1410.365458249222
2021,2021-10-23,Syracuse,Virginia Tech,W,5,1451.9381316413956
2021,2021-10-23,TCU,West Virginia,L,-12,1422.4386079624944
2021,2021-10-23,Temple,South Florida,L,-20,1377.7770943386543
2021,2021-10-23,Tennessee,Alabama,L,-28,1476.725345483779
2021,2021-10-23,Texas A&M,South Carolina,W,30,1629.9562678478032
2021,2021-10-23,Texas State,Georgia State,L,-12,1395.799172116294
2021,2021-10-23,Texas Tech,Kansas State,L,-1,1451.1223494589742
2021,2021-10-23,Toledo,Western Michigan,W,19,1524.2264582236558
2021,2021-10-23,UAB,Rice,L,-6,1550.3579724497213
2021,2021-10-23,UCLA,Oregon,L,-3,1557.1466625924168
2021,2021-10-23,UL Monroe,South Alabama,W,10,1502.767354291476
2021,2021-10-23,USC,Notre Dame,L,-15,1409.1310433862293
2021,2021-10-23,UTSA,Louisiana Tech,W,29,1712.40149198354
2021,2021-10-23,Utah,Oregon State,L,-8,1622.6576065361462
2021,2021-10-23,Vanderbilt,Mississippi State,L,-39,1305.714270269975
2021,2021-10-23,Virginia,Georgia Tech,W,8,1597.2400753592763
2021,2021-10-23,Virginia Tech,Syracuse,L,-5,1403.8776746484282
2021,2021-10-23,Wake Forest,Army,W,14,1696.3046335742995
2021,2021-10-23,Washington State,BYU,L,-2,1539.9560457906116
2021,2021-10-23,West Virginia,TCU,W,12,1465.6023284568919
2021,2021-10-23,Western Kentucky,Florida International,W,15,1453.845226154713
2021,2021-10-23,Western Michigan,Toledo,L,-19,1516.5753384483778
2021,2021-10-23,Wisconsin,Purdue,W,17,1629.755311933137
2021,2021-10-23,Wyoming,New Mexico,L,-11,1374.6853525138386
2021,2021-10-28,Coastal Carolina,Troy,W,7,1724.5253106661526
2021,2021-10-28,East Carolina,South Florida,W,15,1541.887302646268
2021,2021-10-28,South Florida,East Carolina,L,-15,1417.8004650578048
2021,2021-10-28,Troy,Coastal Carolina,L,-7,1454.228104993591
2021,2021-10-29,Navy,Tulsa,W,3,1388.4028149212759
2021,2021-10-29,Nevada,UNLV,W,31,1604.3424233264375
2021,2021-10-29,Tulsa,Navy,L,-3,1444.1736175329752
2021,2021-10-29,UNLV,Nevada,L,-31,1233.2942089314101
2021,2021-10-30,Arizona,USC,L,-7,1198.7923784562993
2021,2021-10-30,Arizona State,Washington State,L,-13,1529.6878102263645
2021,2021-10-30,Arkansas State,South Alabama,L,-18,1194.1148265545592
2021,2021-10-30,Auburn,Ole Miss,W,11,1699.3420335622932
2021,2021-10-30,BYU,Virginia,W,17,1654.118077930755
2021,2021-10-30,Baylor,Texas,W,7,1726.6526173072355
